0.0004062653,2.288818e-5,-0.0005521774,0.001121521,0.0008192062,0.001258373,0.0001778603,0.0002274513,-4.577637e-5,0.0003881454,0.0004320145,-6.961823e-5,-0.0007328987,0.0008563995,0.0002808571,0.0006194115,0.00105238,4.911423e-5,0.0009837151,-0.0004262924,-0.0004200935,-0.0006055832,0.0002427101,6.961823e-5,-0.0003023148,2.861023e-6,2.0504e-5,0.0003442764,-0.0002813339,-0.0002408028,0.0001692772,-0.000685215,0.0002093315,0.0002613068,2.861023e-6,-0.0005936623,-0.000202179,0.000357151,-0.001167774,0.001004219,5.38826e-5,-0.0006461143,-0.0004873276,0.000975132,-0.0006113052,-2.861023e-5,0.0006756783,0.001036644,9.298325e-5,0.0002427101,0.0003447533,-1.859665e-5
0.0003328323,0.000105381,0.0004191399,0.0002417564,0.0003013611,0.001158237,0.0003623962,0.0001678467,0.0001950264,0.0006799698,0.0004048347,-0.0004754066,-0.0005040169,-0.000415802,0.0004029274,0.0004396439,0.0008568764,0.0003652573,0.001016617,0.0002574921,-1.144409e-5,-0.001185417,0.0004696846,-0.0003886223,-3.623962e-5,-4.291534e-6,0.0003147125,2.717972e-5,-5.817413e-5,0.000246048,-0.0002732277,-0.000544548,0.0006093979,-0.0001506805,-0.0002985001,0.000228405,-0.0001430511,0.0007171631,-0.001488686,-0.0002493858,-0.0003452301,-0.001592636,-0.0005054474,0.0009636879,0.001230717,0.0004920959,-9.250641e-5,0.0003814697,-0.0002384186,0.0005555153,4.768372e-7,0.0007562637
-0.0001745224,0.0002622604,-0.0003380775,3.576279e-5,0.001097202,0.0008034706,0.0004563332,0.0005788803,1.811981e-5,0.0006747246,0.0004401207,0.000433445,7.581711e-5,0.0004267693,0.0001010895,-9.918213e-5,0.001481056,0.0001649857,0.0009975433,0.0002598763,-0.0005373955,-0.001580715,4.482269e-5,0.0005378723,-0.0001649857,0.0001978874,9.298325e-5,0.0002422333,8.058548e-5,7.009506e-5,-0.0003943443,-0.0002541542,0.0002698898,0.0005030632,0.0001344681,-0.0001196861,-0.0001721382,0.0004444122,-0.0008301735,0.0004687309,-0.001411438,-0.001830101,-0.0003318787,-0.0009737015,0.0008273125,6.008148e-5,0.0002355576,-0.0001926422,0.0005168915,0.0004286766,0.0006918907,-1.811981e-5
0.0002875328,0.000729084,0.0005235672,0.0002498627,0.0007739067,0.0003585815,0.0002112389,0.0009431839,0.0006513596,0.0008111,0.0003437996,0.0007748604,-0.0004673004,-3.33786e-6,0.001488686,0.0006933212,0.001406193,-9.870529e-5,1.096725e-5,-4.863739e-5,0.000184536,-0.0009717941,-0.0001683235,8.916855e-5,0.0004200935,0.0005998611,0.0002036095,0.0005688667,0.0003829002,0.0005178452,-0.000234127,0.0001530647,0.001411438,0.0007386208,0.0005350113,-6.198883e-5,0.0003561974,0.0007748604,-0.0008044243,0.0009236336,3.671646e-5,-8.821487e-5,-3.051758e-5,9.822845e-5,6.914139e-5,0.0004110336,1.525879e-5,0.0009593964,0.0005192757,0.0005273819,0.0006990433,0.0007295609
0.000649929,0.0003504753,0.0001087189,0.0002245903,0.0007052422,0.0003728867,0.0008072853,0.0005440712,0.0004043579,0.000398159,-0.0002484322,0.0001516342,-7.295609e-5,1.192093e-5,-9.536743e-6,0.001220226,0.00100565,0.0007743835,0.001488209,0.0007743835,0.0004911423,-0.001880169,0.0004353523,0.000565052,-0.0001339912,0.0004029274,0.0003285408,0.000667572,0.0002970695,0.0001955032,0.000477314,-2.288818e-5,0.001056194,0.0002865791,0.0005145073,-0.0002861023,0.0006680489,0.0005455017,-0.0009355545,0.0001926422,0.0004806519,2.0504e-5,0.0003819466,0.001022339,0.001004219,0.0008454323,0.001073837,0.001004696,0.0004229546,0.0001983643,2.861023e-6,0.0004224777
0.001176834,4.339218e-5,8.821487e-5,0.0009660721,0.000582695,0.0007238388,0.0008320808,0.001057625,0.0003781319,0.0007557869,0.0007872581,0.0002365112,0.0001182556,0.0008573532,-0.0001912117,0.001338482,0.002002239,0.001023769,0.00148344,0.000292778,0.0004577637,-0.0008006096,0.001187325,0.001523018,0.00096035,0.001181602,0.0007128716,0.0009264946,0.0006866455,0.001489162,0.0005116463,0.0007638931,0.001452923,0.001327515,0.001498222,0.001450062,0.0007619858,0.001760006,0.0005736351,0.001271725,0.004233837,0.0004339218,0.001841068,0.003400803,0.00255394,0.002769947,0.002861023,0.001252174,0.0010252,0.001676083,0.001383781,0.0005912781
0.0009140968,0.0004401207,0.0001168251,0.0005531311,0.001069069,0.0006980896,0.0005259514,0.001219273,0.0007548332,0.001187325,0.000772953,0.0008468628,-8.249283e-5,0.0004310608,0.001133919,0.001398087,0.002466679,0.0001010895,0.00248909,0.0003857613,0.001021862,-0.0006079674,0.001089096,0.001869202,0.0008821487,0.001181602,0.001070976,0.001089096,0.001245499,0.001404762,0.001235485,0.001476288,0.002768993,0.002483845,0.002166748,0.001861095,0.002173424,0.003176212,0.001549244,0.002479076,0.002398491,0.002389908,0.003210068,0.00496006,0.004812717,0.00401926,0.002768517,0.0027318,0.002013206,0.001873493,0.0006923676,0.0004954338
0.0007901192,0.0007195473,0.0004692078,0.0007038116,0.0009932518,0.001192093,0.001208305,0.001245975,0.0007557869,0.001001835,0.000723362,0.0007944107,0.0002346039,0.0004272461,0.001320839,0.001455307,0.003471851,0.001116276,0.001988411,0.0009846687,0.001835346,0.0007715225,0.003007412,0.002763748,0.001607895,0.001581192,0.001437187,0.001644611,0.001532555,0.001843452,0.001846313,0.002272129,0.002746582,0.003032684,0.002916336,0.00338459,0.00289917,0.003059387,0.003259182,0.004069328,0.005579948,0.004460335,0.004869461,0.006462097,0.00615406,0.005659103,0.004696846,0.00317955,0.001966476,0.002236366,0.001389503,0.00123024
7.343292e-5,0.0007400513,0.0004701614,0.001465797,0.001806736,0.001251221,0.0009856224,0.001312733,0.0009045601,0.0009636879,0.001164436,0.001070023,0.0008454323,0.0008721352,0.001778603,0.001971245,0.002505302,0.001323223,0.002494812,0.002102375,0.002412796,0.001766205,0.003975868,0.003205299,0.002883434,0.002183914,0.002462864,0.002295017,0.00228405,0.00258112,0.003359795,0.002948761,0.004262447,0.003713131,0.004264832,0.004032135,0.004210472,0.005247593,0.004133224,0.004189491,0.006496906,0.005507946,0.006973267,0.008820057,0.008007526,0.00686264,0.006246567,0.004538059,0.002850533,0.001823425,0.002424717,0.0009951591
0.0009441376,0.0002360344,0.0005578995,0.001389503,0.000975132,0.0006742477,0.0008249283,0.0009555817,0.0011096,0.001981735,0.0004134178,0.0008606911,0.000890255,0.001303196,0.00161171,0.001701832,0.003422737,0.002203941,0.002996445,0.002477646,0.004126072,0.003227234,0.004106045,0.003694534,0.003180027,0.002993107,0.002820969,0.002896786,0.002625465,0.003529072,0.003298283,0.004481316,0.005451202,0.005073547,0.00524044,0.005373001,0.005616188,0.005942345,0.005553246,0.007269859,0.008896351,0.00917387,0.009181976,0.0109067,0.01171017,0.01009274,0.008476734,0.006195068,0.003813267,0.002914906,0.002431393,0.001342297
